clasificacion,texto
Verdadero,Es verdadero el video que compara las reacciones de Tundis durante la gestión anterior y la actual sobre los jubilados
Verdadero,Kicillof: “En la Ciudad la mitad de los trabajadores son de la Provincia”
Falso,Es falsa la placa de Crónica con declaraciones del presidente de Suecia sobre el Gobierno argentino
Falso,Es falso que el médico Marcos Vargas del Hospital Santojanni falleció por atender pacientes con coronavirus
Falso,Es falso que Magario haya pedido que el libro Sinceramente sea de lectura obligatoria en las escuelas
Falso,"No, el uso o abuso de la mascarilla no produce hipercapnia ni hipoxia"
Falso,Es falso el posteo que muestra a 3 personas acusadas de robar tras salir de la cárcel de Florencio Varela
Verdadero,"Guzmán: “El gasto público se redujo 5,4 puntos del producto en los últimos 4 años” "
Falso,Es apresurado afirmar que el coronavirus se encuentra en el semen y se puede contagiar por vía sexual
Falso,Alberto Fernández: “Por todas las medidas que nosotros tomamos fuimos elegidos por la OMS para llevar adelante experimentos medicinales sobre el coronavirus”
Falso,Es falso que un médico de la Argentina encontró una cura contra la COVID-19
Falso,Es falso que Shell ofrece 3 meses de combustible gratis
Verdadero,Kicillof: “Más que duplicamos la cantidad de camas de terapia intensiva en los hospitales provinciales”
Falso,Es falso el posteo que muestra el nivel de radiactividad de las antenas 5G en la Argentina
Falso,Es falsa la cadena que indica que se tirarían 6 millones de kilos de papas de Balcarce
Falso,"No, los rugbiers acusados del asesinato a Fernando Báez Sosa no están en sus casas"
Falso,"Es falso este zócalo de Rodríguez Larreta: “Con Macri se iba a morir medio país, este gobierno sabe hacer bien las cosas”"
Falso,"González García, sobre el ensayo clínico de la OMS: “[Fuimos elegidos] por nuestra característica y por cómo venimos funcionando dentro de la epidemia”"
Falso,Es falso que Bill Gates no vacunó a sus hijos cuando eran pequeños
Falso,"No, la mujer del video que critica a los que no cumplen la cuarentena no es la nueva directora de la ANSES"
Falso,"No, usar barbijos no produce hipoxia"
Falso,"No, no murió en el Hospital Muñíz un médico llamado “Marcos Vargas” por atender pacientes con COVID-19"
Falso,Es falso que cantar y aplaudir en los balcones sea un riesgo de contagio de COVID-19
Falso,Patricia Bullrich: “Mandamos de nuevo a 10 mil prófugos a la cárcel”
Falso,"No, la imagen no muestra una vacuna contra la COVID-19 creada en 2001, sino a una vacuna canina"
Falso,Alberto Fernández: “Durante el gobierno de Macri hubo una lógica sistemática de superpoblar las cárceles”
Falso,"No, Obama no dijo que los delincuentes no deben tener derechos"
Verdadero,"Sí, Campanella dijo que en la Argentina no existe ningún incentivo para ser honesto"
Falso,"No, esta imagen de una supuesta antena de 5G no es de la Argentina "
Falso,Es falso el posteo que afirma que los legisladores se aumentaron un 24% su salario
Falso,Es falso que una madre desempleada con 5 hijos cobró en abril $ 41.015 en planes sociales
Falso,"No, Rodríguez Larreta no publicó un tuit contra el Hospital de Clínicas"
Verdadero,Magario distribuyó folletos para jóvenes detenidos pero lo hizo hasta 2017
Falso,Es falso que los rugbiers acusados del asesinato a Fernando Báez Sosa estén en sus casas
Falso,"No, Alberto Fernández no propuso la creación de una asignación para detenidos en su domicilio"
Falso,"No, no es cierto que una enfermera intercambió 5000 bebés durante 12 años “por diversión” en Zambia"
Verdadero,Es verdadero que la Argentina ya tiene más de mil personas recuperadas de la COVID-19
Falso,"Es falso que Tasuku Honjo, Premio Nobel de Medicina, dijo que el coronavirus “no es natural”"
Verdadero,Es verdadero que 2 gatos dieron positivo por coronavirus en Nueva York
Falso,Alberto Fernández: “Somos el país con menos muertes del mundo”
Falso,"No, Nostradamus no predijo el coronavirus "
Falso,"No, no circula en WhatsApp un video sobre el coronavirus que, al abrirlo, hackea el celular “en 10 segundos”"
Falso,"Alberto Fernández: “Del total de muertos, el 85% son personas de más de 65 años”"
Verdadero,"Rodríguez Larreta: “En la Argentina, la edad promedio de los fallecidos es de 71 años”"
Falso,"Sí, cavan cientos de fosas en un cementerio de Córdoba como medida de prevención frente al coronavirus"
Falso,Es falsa la cadena con las próximas fases de la cuarentena que circula por WhatsApp
Falso,Es falso que la red 5G causa síntomas de gripe y que provocó la pandemia
Falso,"Es falso que el coronavirus se combate sólo con tratamientos contra la trombosis, como circula por WhatsApp"
Falso,El hombre identificado como Daniel Miguel Medina no figura entre los veteranos de Malvinas
Falso,"No, Macri no homenajeó a Thatcher en Malvinas"
Falso,Es falso que científicos que descubrieron el genoma del coronavirus fueron echados del Malbrán durante el macrismo
Falso,Es falso que Chomsky aseguró que el nuevo coronavirus fue creado por Estados Unidos para “hacer estallar una guerra bacteriológica”
Falso,Es falso que hay un “corralito” y que no se podrán retirar pesos ni dólares de los bancos
Falso,"No, Rusia no tiene una vacuna lista para combatir la COVID-19"
Falso,"No, el coronavirus no sobrevive en el vino, pero no hay pruebas de que beberlo sea beneficioso"
Falso,Es falso que exista un médico llamado Juan Domínguez en el Hospital de Morón y que Kicillof amenace con echarlo
Falso,Es falso que en Italia lanzaron billetes a la calle para demostrar que la salud no se compra con dinero
Falso,"Alberto Fernández, sobre el coronavirus: “La mortalidad en mayores de 65 años es del 80%”"
Falso,Es falso que la Provincia de Buenos Aires estableció el uso obligatorio de barbijo desde el próximo 13 de abril
Falso,Es falso que tomar café “disminuye la voracidad” del coronavirus
Falso,No hay evidencias de que hacer gárgaras con bicarbonato de sodio y agua caliente mate al coronavirus
Verdadero,"Alberto Fernández, sobre los hospitales en La Matanza: “Las obras quedaron paralizadas hace 4 años”"
Falso,Es falso que las dietas alcalinas sean efectivas contra el coronavirus
Falso,"No, este vagón no tiene la inscripción de “COVID-19”"
Falso,Son falsos los zócalos de estas entrevistas con Ginés González García
Falso,Es falso el recibo de sueldo de Máximo Kirchner por 550 mil pesos
Falso,"No, este trailer no es de una película sin estrenar que anticipa la pandemia"
Falso,Es falso que Walmart está regalando cajas de alimentos por el coronavirus
Falso,Es falso que un médico del hospital Muñiz falleció por atender pacientes con coronavirus
Falso,Del Caño: “El presupuesto de Salud perdió un 25% en los 4 años de gobierno de Macri” 
Falso,"La foto de Hugo Moyano en una ambulancia no es actual, es de 2018"
Falso,Es falso que el gobierno ruso liberó leones para mantener a la gente en su casa
Falso,Es falso que ciervos se metieron en la ciudad de Junín de los Andes
Falso,Coronavirus: verdades y falsedades de un posteo viral con recomendaciones
Falso,No hay evidencia concluyente de que los pacientes con sangre tipo A sean más propensos a contraer coronavirus
Falso,"WhatsApp viral: las empresas de telefonía no están colapsadas, pero recomiendan un uso responsable de los datos"
Falso,Es falso que Cristiano Ronaldo convertirá sus hoteles en hospitales para enfermos de coronavirus
Falso,"Es falso el video en el que Putin dice: “Poderosos del mundo, estoy al tanto de sus diabólicos planes para reducir la población”"
Falso,Coronavirus: es falso el posteo donde se muestra a españoles que violan la cuarentena
Falso,Es falso que helicópteros de la Fuerza Aérea Argentina van a pulverizar desinfectante contra el coronavirus
Falso,Es falso que Lagarde dijo: “Los ancianos viven demasiado y eso es un riesgo para la economía global”
Falso,"La imagen viral no está relacionada con el coronavirus, sino que fue sacada en Alemania en 2014 "
Falso,Es falso que Nostradamus predijo el coronavirus 
Falso,Es falso que Ginés González García estuvo involucrado en la causa de medicamentos falsos
Falso,Es falso que casi la mitad de las personas que reciben “planes sociales” son extranjeras
Falso,"No, Grabois no es hijo de una ex presidenta del PAMI acusada de corrupción"
Falso,"No, no es cierta la foto de una pancarta de Barrios de Pie que dice: “Ahora también hay que trabajar para comer”"
Falso,"No, no se votó una ley para modificar la edad jubilatoria este año"
Falso,Otra vez circula la foto de la falsa Victoria Donda consumiendo cocaína
Falso,"Alberto Fernández dijo que el coronavirus “muere a los 26° C” en el ambiente, pero no hay pruebas de eso"
Falso,Alberto Fernández: “La OMS recomienda que uno tome muchas bebidas calientes porque el calor mata al virus”
Falso,"Alberto Fernández: “Debemos afrontar una deuda pública récord, en monto y concentración temporal de vencimientos”"
Verdadero,"Kicillof: “Cambió la composición de la deuda. Antes era 57% en dólares, ahora es 83% en dólares”"
Verdadero,"Kicillof: “Sepan que cuando llegamos al Gobierno, las tarifas [de luz], una parte de la boleta se pagaba en dólares”"
Verdadero,Kicillof: “Hay una superpoblación del 100% en las cárceles”
Falso,"Kicillof: “En la Provincia de Buenos Aires el Producto Bruto cayó 5,1% desde 2015”"
Falso,Es engañoso que Malena Galmarini haya dicho que Daniel Scioli era lo más dañino para la Argentina y que hoy destaque su cargo de embajador
Falso,Es engañoso que Ginés González García dijo que no había posibilidad de que exista el coronavirus en la Argentina
Falso,Alberto Fernández: “Más del 90% del dinero que el Gobierno anterior había declarado como fondos reservados se han transparentado y han vuelto a ser públicos”
Falso,Es falso que una familiar de Fabiola Yañez fue designada como presidente del Bapro
Falso,Es falso que Darín haya dicho: “A veces me da vergüenza formar parte de esta sociedad”
Verdadero,"Alberto Fernández: “Más de 5 millones de argentinos y argentinas se endeudaron con el ANSES a altas tasas de interés, sólo para cubrir otras deudas que los apremiaban”"
Falso,Alberto Fernández: “El Estado nacional se financió con los recursos de los jubilados. Al momento de nuestra llegada casi el 70% del FGS eran bonos públicos”
Falso,Alberto Fernández: “Mejoramos la situación fiscal”
Falso,Es engañosa la publicación que afirma que Mayra Mendoza se aumentó el sueldo
Falso,"Es falso que Baradel dijo sobre los docentes: “Si no les alcanza lo que se les paga, busquen otro trabajo”"
Falso,No hay evidencia para afirmar que el coronavirus actual fue creado en 2014 por un instituto inglés
Falso,"Alberto Fernández, sobre la gestión de Cambiemos: “[Hay] empresas públicas que incrementaron sus déficits operativos de modo sostenido”"
Verdadero,Alberto Fernández: “Casi un millón de familias son titulares de la tarjeta Alimentar”
Falso,"Alberto Fernández, sobre la gestión de Cambiemos: “El gas se incrementó alrededor del 2.000% y la luz 3.000%”"
Verdadero,Alberto Fernández: “Hace 2 años que estamos en recesión profunda” 
Falso,Alberto Fernández: “Se incumplió el envío de fondos al Equipo Argentino de Antropología Forense”
Verdadero,Alberto Fernández: “Llevamos 19 meses consecutivos de caída de la actividad industrial”
Falso,"Alberto Fernández, sobre la gestión de Cambiemos: “La cantidad de droga secuestrada bajó”"
Verdadero,Alberto Fernández: “El propio Fondo Monetario Internacional ha señalado que la deuda argentina no es sostenible”
Falso,Alberto Fernández: “[Se destruyeron] más de 240 mil empleos privados entre 2015 y 2019”
Verdadero,"Alberto Fernández: “[En el mandato de Mauricio Macri] la desocupación trepó a 9,7%”"
Verdadero,Alberto Fernández: “Disminuimos las tasas de interés”
Verdadero,Alberto Fernández: “La inseguridad alimentaria tuvo un incremento del 71% entre el 2015 y el 2018 en nuestro país”
Falso,Alberto Fernández: “La Ley de Financiamiento y la de Educación Nacional se empezaron a incumplir hace 4 años”
Falso,"Alberto Fernández: “Soportamos un nivel récord de inflación del 53,8% durante el año 2019”"
Verdadero,Alberto Fernández: “La industria instalada registra un nivel de capacidad ociosa que roza el 40%”
Verdadero,Alberto Fernández: “Estamos cursando el brote de sarampión más importante desde el año 2000”
Falso,Es falso que un médico argentino descubrió y está aplicando una vacuna contra el coronavirus en España
Falso,Es falsa la amenaza de Sofía Gala a Antonia Macri vinculada con la legalización del aborto
Falso,"Este video de la policía deteniendo a un infectado de Coronavirus no es real, sino un simulacro"
Falso,"No, no se confirmó un caso de Coronavirus en Santiago del Estero"
Falso,Es falso que se confirmó un caso de Coronavirus en Chaco
Verdadero,Es verdadero que el Gobierno nacional reasignó fondos para el Ministerio de la Mujer
Falso,"Es falso que Moyano dijo: “No hace falta estudiar, hace 32 años que dirijo el sindicato”"
Falso,"Es falso que Darín dijo: “Somos el pueblo más cobarde del mundo, dejamos que nos gobiernen delincuentes”"
Falso,"No, este video de una murga cantando sobre el neoliberalismo no es en Tecnópolis, sino en Uruguay"
Verdadero,"Es verdadero que Cristina Kirchner declaró un patrimonio de $3,7 millones"
Falso,Es falso que Obama dijo: “El que trabaja con su propio esfuerzo come y vive tranquilo con cualquier gobierno y vota con libertad”
Falso,"Es falso que Frederic dijo: “El cajero, al forcejear con el asaltante, lo asusta y por eso lo terminan matando”"
Falso,Este video que “describe lo ridículo que es todo en Argentina” es falso; no es de la BBC
Verdadero,"Bielsa, sobre el Procrear: “Durante el último mandato de CFK se otorgaron 110 mil créditos hipotecarios [para construir]. Entre 2016 y 2019, solamente 11 mil”"
Falso,"No, una sobrina de Fabiola Yáñez no fue designada presidente del Banco Provincia"
Verdadero,Es verdadero el video que muestra a una nena siendo arrastrada por el agua en Lomas de Zamora
Falso,Una desinformación que vuelve: es falsa la imagen de Donda consumiendo cocaína
Falso,Es falso que el Ministerio de Seguridad nacional ordenó modificar los emblemas de Gendarmería
Verdadero,"Guzmán: “Ha habido un brutal crecimiento de la deuda pública: pasó del 52,6% del PBI en el año 2015 al 88,8% en el año 2019”"
Verdadero,Guzmán: “El producto cayó en 3 de los últimos 4 años”
Falso,"Guzmán: “La desocupación aumentó de 6,5% en el año 2015 al 10% en el año 2019”"
Falso,"Es falso que Macri se solidarizó con los rugbiers de Zárate y dijo: “Algunos de sus padres son mis amigos, son gente de bien”"
Falso,Es falso que Camila Sabbatella cobra $142 mil por su cargo en Morón
Falso,Es falso el video que muestra una erupción de un volcán en Nueva Zelanda
Falso,Es falso el examen del Colegio Nacional de Buenos Aires aplazado con un “une”
Falso,Frederic: “Ha disminuido la cantidad de droga incautada en estos 4 años”
Falso,Es falsa la foto de Madres de Plaza de Mayo con la cifra “9 mil desaparecidos”
Verdadero,Es verdadero que TN anunció “Buenos Aires en default” mientras Kicillof declaraba que pagaría la deuda
Falso,"No, un programa de tv español no comparó a Alberto Fernández con un pulpo que “tiene la cabeza llena de mierda”"
Falso,Es engañoso el posteo que sugiere que Daer pasó de pedir 150% de suba en el salario mínimo a negarse ahora a un 35% de golpe
Falso,"No, el Papa no tiene un cuadro de Perón y Evita en la foto con Fernández"
Falso,"Es falso que Grabois dijo que los jubilados “no deberían votar, porque votan contra los intereses de la juventud”"
Falso,"No, el Estado argentino no gasta $ 4 millones en un departamento en Puerto Madero y seguridad privada para Evo Morales"
Falso,"No, Francisco Macri no dijo: “En Argentina se perdió la cultura del trabajo, por eso volvió el peronismo”"
Verdadero,"Es verdadero que Kicillof nombró a Lorena Riesgo, ex concejal y pareja de Baradel"
Falso,"Gómez Alcorta, sobre el plan contra la violencia de género: “En 2019 tenía presupuestado $ 67 millones y se ejecutaron 17 millones”"
Falso,"No, Baradel no dijo que “los exámenes son un atropello a la libertad del estudiante”"
Verdadero,Es verdadero que la ministra de Seguridad disolvió la Subsecretaría contra el Narcotráfico
Falso,Es engañoso afirmar que Solá trató de “narco” a Aníbal y que ahora lo felicitó por su nombramiento
Verdadero,"Es verdadero que CFK declaró un patrimonio de $ 3,7 millones"
Falso,"No, Cristina Fernández de Kirchner no tuiteó sobre la “caradurez” de Guaidó"
Falso,Berni: “El 85% de los delitos graves en la Provincia son realizados por reincidentes”
Falso,"Es falso que Macri está al borde de ir preso por un decreto de 2019, según el “New York Wines”"
Falso,Mayra Mendoza tiene un sueldo de casi $ 305 mil pero no se lo aumentó un 113%
Verdadero,Es verdadero que la ANMAT prohibió la comercialización de una yerba mate
Falso,Es una sátira la imagen donde el papa Francisco le toca la cola a Wanda Nara
Falso,"No, el hombre de la imagen no es un “integrante del Herzbollah”, es Juan Pablo Sorín"
Falso,Es falso que Churchill pidió que la Argentina no se convierta en potencia porque arrastraría “tras de sí a toda América Latina”
Falso,Es falsa la foto en la que se observa a Macri con Videla
Falso,CFK no fue distinguida ahora por la revista Time sino en 2010
Falso,"No, Kicillof no dijo que hay que expropiar los campos y que Venezuela es un país modelo"
Falso,"No, Grabois no dijo: “Los jubilados no deberían votar, porque votan en contra de los intereses de la juventud”"
Verdadero,Es verdadero que la RAE confirmó que es correcto el uso del término “presidenta”
Verdadero,Santilli: “Buenos Aires es la tercera ciudad después de Ottawa y La Paz con menor homicidio en toda América”
Verdadero,Katopodis: “Anunciaron que iban a hacer 4 mil kilómetros del programa Rutas Seguras e hicieron 0”
Verdadero,Es verdadero que el Presidente pidió que se denuncie a comerciantes que no respetan el programa Precios Cuidados
Falso,"Kicillof: “Si uno mira las estadísticas de hechos delictivos, no mejoraron. Empeoraron en casi todos los renglones”"
Verdadero,Es verdadero que Alberto Fernández estuvo en la marcha por Nisman en 2015
Falso,"No, el abogado de la mamá de Nisman no dijo en TN: “Era corrupto pero buen tipo”"
Verdadero,"Meoni: “Por cada boleto de $18, el Estado pone el doble o el triple de esto, según la zona, en subsidios”"
Falso,"No, Estela de Carlotto no dijo: “Si hay gente que no tiene vivienda es culpa de aquellos que tienen 2 o más propiedades”"
Verdadero,Es verdadero que Galmarini anuló el contrato entre AySA y Boca Juniors
Verdadero,Cornejo: “Desde 2010 la Argentina tiene su mismo Producto Bruto Interno”
Falso,Es falso que Bullrich recibió el premio Europol porque durante su gestión ningún cargamento de droga llegó a Europa desde la Argentina
Falso,Es falso que este joven es asesor de Ofelia Fernández
Falso,"Es falso que Sabina Frederic dijo: “Habría que analizar en qué situación desesperante, o qué problemas en su casa tenía el señor que cometió el error de fusilar al turista inglés”"
Falso,Es falso que una sobrina de Fabiola Yáñez fue designada presidente del Banco Provincia
Falso,"Massa: “AySA le pagaba $ 3,2 millones por mes a Boca para invitar periodistas a la cancha”"
Falso,"No, Gerardo Romano no dijo: “Los jubilados que están muy viejos deberían ser sacrificados”"
Falso,Es falso que Kicillof autorizó anteojos para todos los niños de 1 a 6 en la Provincia
Falso,Alberto Fernández: “La venta de leche desde el 2015 hasta ahora cayó un 30%”
Falso,Es falso que el Gobierno de Japón decidió deshacerse de todos los hornos de microondas de ese país
Falso,Bullrich: “Hemos dejado buenos índices: tenemos un índice de homicidios que bajó de 8 a 5 cada 100.000”
Falso,Es falso que la ministra Sabina Frederic levantó todos los controles ruteros de la Gendarmería
Falso,Es falso que Hebe de Bonafini dijo: “Hay que hacer boleta a Margarita Barrientos”
Falso,Pichetto: “Macri ponía el 70% del presupuesto en Seguridad Social”
Falso,Es falsa la cadena que afirma que “se descubrió el botín de los Kirchner” en España
Falso,"Es falso que Brancatelli haya dicho: “¿Para qué quieren vivir tanto los jubilados? Ya son viejos, mueran y ya”"
Verdadero,"Es verdadero que Susana Giménez dijo: “Hay que enseñarle a la gente del norte a plantar, a tener un gallinero”"
Falso,Alberto Fernández: “Un juez de la Corte Suprema gana 4 veces lo que gana el presidente”
Falso,Es falso que en la Argentina hay 700 mil legisladores que significan $84 mil millones mensuales
Falso,Es falso que los hijos del intendente de Malvinas Argentinas trabajan en el Conicet y cobran $360 mil
Verdadero,Trotta: “La Ley de Financiamiento Educativo en términos de inversión no se está cumpliendo”
Verdadero,Es verdadero que Vidal eliminó la jubilación especial para ex gobernadores de la Provincia
Falso,"No, no hay que pincharle los dedos a una persona que tiene un ACV"
Falso,"No, no es de ahora esta tapa de la revista Noticias que afirma que Florencia Kirchner viajó hace poco a París, sino de 2013"
Falso,Es falsa la cadena que indica que se controlarán los celulares y las redes sociales
Falso,Es falsa la foto en la que Gildo Insfrán le pega una patada a un perro
Falso,Es falso que la ANMAT prohibió la sidra de la marca Real
Falso,Es falso que en el río Pilcomayo haya círculos extraterrestres
Falso,Es falso que el Gobierno cambió la normativa del Banco Central ahora para “disponer de dólares depositados por los ahorristas”
Falso,"No, Ginés González García no estuvo involucrado en la causa de medicamentos falsos"
Verdadero,Kicillof: “Hoy hay 49.567 internos privados de su libertad para 24.000 plazas. Ha habido un fuerte crecimiento”
Verdadero,Alberto Fernández: “Un país que es uno de los mayores productores de alimentos del mundo”
Falso,Es falso que el Estado argentino ofrece pagarle US$ 30 mil a Evo Morales por ser refugiado
Falso,"No, Sabina Frederic no dijo: “Habría que analizar en qué situación desesperante, o qué problemas en su casa tenía el señor que cometió el error de fusilar al turista inglés”"
Verdadero,"Guzmán: “Vemos un incremento de la pobreza, que ya llega al 38%. Más de 1.500.000 personas entraron en situación de pobreza”"
Falso,"No, es falso que Espert dijo: “Decidí irme del país, mi trabajo aquí terminó”"
Verdadero,"Kicillof, sobre la Provincia: “La deuda pasó de ser US$ 9.362 millones a US$ 11.263 millones”"
Verdadero,Alberto Fernández: “Hoy existen regiones en donde 3 de cada 10 chicos no comienzan su escolaridad hasta los 5 años y otras donde la mitad no lo hace antes de los 4”
Verdadero,Alberto Fernández: “Los sectores más desprotegidos son los que más sufren los efectos del cambio climático”
Verdadero,Alberto Fernández: “El nivel de producción industrial hoy es equivalente al de 2006: retrocedimos 13 años”
Verdadero,Alberto Fernández: “En términos interanuales el empleo industrial registrado lleva 44 meses consecutivos de destrucción”
Verdadero,Alberto Fernández: “La mayor parte del trabajo doméstico recae sobre las mujeres en Argentina”
Falso,Alberto Fernández: “La participación del sector Salud en el presupuesto público bajó 45% en los últimos 4 años”
Verdadero,"Alberto Fernández: “Hay más de 1,2 millones de jóvenes que no estudian ni trabajan”"
Verdadero,Alberto Fernández: “La pobreza actual está en los valores más altos desde 2008”
Falso,Alberto Fernández: “Más de 15 millones de personas sufren de inseguridad alimentaria”
Verdadero,"Alberto Fernández, sobre la industria: “Se perdieron 152 mil empleos registrados del sector privado”"
Verdadero,"Alberto Fernández: “La deuda pública, en relación al PBI, está en su peor momento desde el año 2004”"
Verdadero,Alberto Fernández: “Hoy el desempleo afecta a casi un 30% de los jóvenes y aún más en las mujeres jóvenes”
Verdadero,Alberto Fernández: “El PBI per cápita es el más bajo desde el año 2009”
Verdadero,Alberto Fernández: “La inflación actual es la más alta de los últimos 28 años”
Verdadero,Alberto Fernández: “Hoy padecemos el peor brote de sarampión de los últimos 20 años”
Falso,Alberto Fernández: “La tasa de desocupación es la más alta desde 2006”
Verdadero,Alberto Fernández: “1 de cada 2 niñas y niños es pobre en nuestro país”
Falso,Es falso que el Black Friday está relacionado con el comercio de esclavos
Falso,"Macri: “En 2015 las energías renovables (…) aportaban menos del 1% de la generación de electricidad nacional, este año superamos el 8%”"
Falso,Es falsa la cadena viral que dice que todos los productos Arcor tienen salmonella
Falso,Son falsos los posteos de Facebook que muestran guitarras confiscadas a músicos callejeros en Brasil
Falso,"Juan Grabois: “En los 70, ¿cuántos trabajadores registrados del sector privado había en la Argentina? 6 millones. Hoy (…) hay 6 millones”"
Falso,"No, Pablo Echarri no dijo: “La única solución con Vidal es matarla”"
Falso,Es falso que funcionarios del gobierno interino de Bolivia asumieron realizando un saludo racista
Falso,Es falso que hubo fraude electoral y que Macri ganó con el 55% de votos
Falso,Lacunza: “No hay desequilibrio fiscal”
Falso,Es falsa la foto de la presidenta interina de Bolivia desnuda y cubierta con la bandera del país
Verdadero,González García: “Hace 3 años seguidos que cae la venta de medicamentos de recetas”
Falso,"Es falso que la CIDH publicó números propios sobre personas muertas, violadas, desaparecidas y torturadas en Chile"
Falso,"No, no es verdadera la foto en la que Perón y Hitler están juntos"
Verdadero,Kulfas: “Se han perdido 140 mil puestos de trabajo industriales”
Falso,"Una desinformación que vuelve: no, el Garrahan no le envió una carta a Tinelli por no haber realizado las obras prometidas en el hospital"
Falso,Es falso que Patricia Bullrich fue premiada por Europol porque desde 2015 no llegó droga desde el país a Europa
Verdadero,"Ibarra: “Hemos reducido casi el 20% de la planta, esos son alrededor de 45 mil cargos. El kirchnerismo (…) la había hecho crecer 91%”"
Falso,Arroyo: “Tenemos el consumo de leche más bajo de los últimos 29 años”
Falso,Es falso que Baradel dijo: “No veo motivos para hacer paros injustificados en el próximo ciclo lectivo”
Falso,Una desinformación que vuelve: Winston Churchill no pidió que la Argentina no se convierta en potencia porque arrastraría “tras ella a toda América Latina”
Falso,Es falsa la foto de Evo Morales con Pablo Escobar y “El Chapo” Guzmán
Falso,"Bullrich: “Bajamos los femicidios un 12,1%”"
Falso,Es falso que Magario dijo que terminará con el SAME en la Provincia porque es “un gasto innecesario”
Verdadero,"Massa, sobre la gestión de Macri: “[Tuvo] la inflación más alta de los últimos 25 años”"
Falso,Vuelve a circular la imagen falsa atribuida a Victoria Donda consumiendo cocaína
Verdadero,"Fernández, sobre la pobreza: “[Afecta] a uno de cada dos chicos menores de 14 años”"
Falso,Es falsa la carta del Hospital Garrahan a Tinelli en donde se lo acusa de no haber hecho las obras prometidas
