clasificacion,texto
Verdadero,"La Argentina es el segundo país con más pozos de explotación petrolera, aunque muy pocos países explotan el shale oil, ya que todavía pueden extraer petróleo convencional, que requiere menos tecnología y es, por lo general, más barato."
Verdadero,"Lozano: “La Argentina registra, desde junio de 2013, 485.000 empleos menos”"
Falso,Capitanich: “En el 2014 el Poder Judicial tiene el mayor presupuesto desde el 10 de diciembre de 1983 a la fecha”
Verdadero,CFK: “El Código se aplica a partir de su sanción y de su implementación para los casos futuros”
Verdadero,La mandataria contestó así las críticas acerca de que la propuesta de Código Procesal Penal de la Nación podría modificar la situación de funcionarios públicos hoy investigados.
Verdadero,Paenza: “[Con el lanzamiento de ArSat 1] la Argentina va a formar parte de un grupo muy selecto”
Verdadero,Existen muy pocos países que construyen satélites con el nivel de complejidad del que se lanzará hoy.
Verdadero,El Censo Económico 2004-2005 del INDEC indica que el 44% del valor agregado que se produce en la Argentina proviene de pequeñas y medianas empresas. Se trata de un dato estructural de la economía nacional que se mantiene estable.
Falso,"La Nación: “Sin título docente, podrán ser nombrados maestros en algunas escuelas”"
Verdadero,Macri: “La Ciudad genera casi el 25% de los recursos coparticipables y se lleva poco más del 1% de coparticipación”
Falso,Tiempo Argentino: “[El salario mínimo] se incrementó un 2.389% desde junio de 2003”
Verdadero,"El aumento del salario mínimo en junio de 2003 que no considera a la inflación, es menor si se tiene en cuenta el poder de compra. Además, el salario real de los trabajadores en blanco cayó en el primer trimestre del año."
Verdadero,"La Nación: “Entre 2001 y 2012, la Argentina fue el tercer proveedor mundial de cocaína”"
Verdadero,"Un informe de la ONU sobre drogas ubica Argentina tercero a nivel mundial como proveedor de cocaina entre 2001 y 20012, aunque el propio reporte reconoce que la medición no tiene cobertura universal y hay que interpretarlo con cautela."
Falso,"Augusto Costa: “La posibilidad de intervenir en la fijación de precios, margen de utilidad, existe desde 1974, no es una novedad”"
Verdadero,Sanz: “La nueva ley  23.753 de diabetes le mejora la vida a más de tres millones de argentinos”
Verdadero,"El senador radical Sanz, impulsor de la norma, señaló el alcance que podría tener basado en datos correctos."
Falso,"Feletti: “Un trabajador argentino trabaja mucho más que uno europeo [en cantidad de horas, y tiene menos feriados]”"
Verdadero,"La cantidad de horas trabajadas por un empleado argentino son mayores a las de los países de Europa, aunque no en las proporciones mencionadas por el diputado; los feriados no son más allí que acá."
Verdadero,Spot de Presidencia: “Desde 2008 al 2014 el Estado nacional rescató 6.604 víctimas de trata”
Verdadero,Dilma: “[Entre 2010 y 2013] la cantidad invertida en Educación y Salud en Brasil fue de 212 veces más que la cantidad invertida en los estadios”
Verdadero,El dinero destinado a áreas de educación y salud es considerablemente mayor al que demandaron los estadios para el mundial de 2014. 
Falso,CFK: la mortalidad materna [Entre 2009 y 2013] la hemos reducido a la mitad”
Falso,Domínguez: “El problema del acceso a la vivienda está directamente relacionado con la falta de un reordenamiento poblacional. El 33% de la población se concentra en el 1% del territorio”
Verdadero,CFK: “Cuando llegamos al gobierno teníamos en el calendario seis vacunas y hoy tenemos 16 (…) y ahora incorporamos tres nuevas”
Verdadero,"Desde 2003 al 2014 Argentina incorporó 10 vacunas al Calendario Nacional, que el Estado provee en forma gratuita. Con las tres que se anunciaron ayer se llegará a 19. Los especialistas destacan la importancia que representa esta política para prevenir distintas enfermedades."
Verdadero,"Llach: “El porcentaje invertido [en 2010 en Educación, Ciencia y Tecnología] es casi idéntico al del período 1999-2001”"
Verdadero,El porcentaje sobre el PBI destinado a Educación en 2010 en base al nuevo PBI es similar al de 1999 - 2001. Desde la sanción de la Ley de Financiamiento Educativo en 2005 la inversión en el área de Educación ciencia y tecnologia aumentó.
Falso,Capitanich: “El crédito duplicó su participación en el PBI entre 2003 y 2013”
Verdadero," Las tasas de delitos variaron desde 1994 hasta 2008 de acuerdo con la situación socio-económica en la Provincia. Además, existe un estudio que demuestra que los conscriptos que pasaron por el SMO tuvieron mayor probabilidad de delinquir que otros que no lo hicieron."
Verdadero,La mayoría de los productos agropecuarios registraron una caída en la producción respecto de 2003 a 2014.
Falso,En 1973 y 1983 el Estado nacional compró material rodante nuevo para las líneas de subte Urquiza y Roca. 
Verdadero,Rubinstein: “Hay más personas con sobrepeso que con desnutrición”
Verdadero,La evolución de la obesidad en el mundo la vuelve más frecuente que la falta de alimento.
Verdadero,La Nación: “En la Argentina muere más gente producto de un accidente de tránsito que a raíz de un hecho delictivo”
Verdadero,"Efectivamente, las víctimas fatales por hechos de tránsito superan a los homicidios producidos con intención. La situación no es exclusiva de la Argentina, sino que sucede en la mayoría de los países del mundo."
Verdadero,De Mendiguren: “La relación con China implica 90% de exportación en commodities contra 90% de importación en manufacturas”
Falso,"Piccardo: “En 2013 el subte tuvo 252 millones de pasajeros, un 7% más que el año anterior”"
Verdadero,"Taiana: “Los fondos para vivienda de 2013 alcanzaron sólo el 3,07% del total del presupuesto general”"
Verdadero,Carrió: “La única vez que la Argentina pudo sostener un crecimiento económico sostenido fue desde el año 1860 a 1930”
Falso,"Urtubey: “[El voto electrónico] es un sistema muy sencillo, que da certezas y garantías”"
Verdadero,La red de alta tensión en la Argentina se expandió en 4800 kilómetros desde 2003. Y la mayor parte de este crecimiento se produjo entre 2007 y 2013.
Falso,Sapag: “El 95% del agua de Neuquén va a parar al mar. Solamente se va a usar el 1% del agua que se va al mar para estos desarrollos”
Verdadero,Sapag: “Nosotros tenemos la legislación ambiental [petrolera] más exigente de la República Argentina”
Verdadero,"Efectivamente, Neuquén, a diferencia de otras provincias del Sur, cuenta con normas específicas de explotación hidrocarburífera que van más allá de la protección nacional."
Verdadero,La Isla de Seychelles continúa formando parte del listado de paraísos fiscales reconocido por la Argentina.
Verdadero,"El municipio que gobierna Sergio Massa posee una gran parte de su superficie continental ocupada por barrios privados, que alcanza ese porcentaje. El poder de policía del Estado es menor dentro de estos espacios."
Falso,Kicillof: “No hay empresa estatal de petróleo que no esté asociada con capitales extranjeros para la explotación de hidrocarburos”
Verdadero,Hay diferentes tipos de contratos entre la parte estatal y la privada refiriendo a empresas de petróleo.
Verdadero,La cantidad de frigoríficos en la Argentina disminuyó entre 2003 y 2012.
Verdadero,"La cantidad de adolescentes que no estudia ni trabaja disminuyó entre e; año 2003 y 2012.  A partir de 2008, la caída se estabilizó."
Falso,“La Copa del Mundo costará unos US$30 mil millones”
Verdadero,Sturzenegger: “De 2003  2013 se fueron chicos de los colegios públicos”
Verdadero,"Si se considera el número de alumnos en todos los niveles, la matrícula estatal creció pero por debajo de la privada."
Verdadero,"la población conectada al servicio en Almirante Brown disminuyó entre 2001 y 2010, y no alcanza al 15% del total. Almirante Brown se encuentra, además, entre los municipios del GBA con menor porcentaje de hogares que accede a este servicio."
Falso,Binner: “En un país normal los trabajadores no pagan impuesto a las ganancias”
Verdadero,"El impuesto a las ganancias, bajo distintos nombres, existe en la mayoría de los países y se trata de uno de los elementos más equitativos del sistema tributario."
Falso,"Según Alak, el Consejo de la Magistratura argentino es asimilable al español"
Verdadero,"El Consejo español está integrado exclusivamente por jueces y abogados designados en un proceso en el que no hay elección popular directa pero sí interviene el Congreso. El sistema argentino, en cambio, incluye también a representantes de órganos políticos y académicos."
Verdadero,"Sobrero: “El sistema de señalización de trenes es del año 1921, y los trenes son del año 1960”"
Verdadero,Ricardo Casal: “En un año el delito con armas creció el 22% en la Provincia de Buenos Aires”
Verdadero,Massa: “El  Censo Nacional de 2010 muestra una clara reversión en la población sin agua potable y sin cloacas”
Verdadero,Randazzo: “De 2008 a 2012 bajamos un 20% el número de víctimas fatales [en siniestros viales]”
Verdadero,CFK: “Argentina tuvo [en 2012] la Inversión Extranjera Directa más importante de toda la década”
Verdadero,"El dato de: ""Argentina tuvo [en 2012] la Inversión Extranjera Directa más importante de toda la década” Se debe en gran parte a las medidas que restingen las salidas de capitales y no a la entrada de nuevos fondos del exterior."
Falso,"Alfonsín: “Desde 2003, se perdió la soberanía o el autoabastecimiento energético”"
Verdadero,CFK: “La Argentina tiene la cobertura más alta [en jubilaciones de la región]”
Verdadero,"Argentina ahora en 2013 está en la mejor situación en cuanto al porcentaje de la población mayor que recibe jubilaciones, y aumentó considerablemente desde 2003."
Verdadero,"CFK: “En estos diez años(2003-2013), el egreso de las universidades creció un 68% en la Argentina”"
Verdadero,"El aumento de graduados responde a un crecimiento estudiantil y no es necesariamente un indicador de mayor eficiencia del sistema, que se puede medir con la proporción de graduados sobre ingresantes."
Verdadero,"Axel Kicillof: “En 2012 tuvimos un superávit comercial histórico, superior a los 10 mil millones de dólares”"
Verdadero,"El saldo de 10 mil millones de dolares se ubica entre los más altos, todos en la década 2002-2012, aunque fue superado en otras oportunidades. "
Falso,"Mayoral: “De 79 mil empleos (mineros) en 2003, pasamos a casi medio millón en la actualidad”"
Verdadero," Los datos oficiales muestran que entre fines de 2011 y fines de 2012 el empleo privado cayó. En el último trimestre se registró una estabilización del indicador para el trabajo formal, que no revirtió la situación."
Verdadero,Lavagna: “[En 2012] se usaron más de $100 mil millones en subsidios y la AUH fue 9 veces menos que esa suma”
Falso,Alak: “Todas las provincias argentinas tienen reguladas las medidas cautelares contra el Estado”
Falso,Scioli: “Se ha hecho una gran cantidad de obras en La Plata”
Verdadero,"De acuerdo con los datos disponibles, las obras estructurales en el área hidráulica aún no fueron iniciadas."
Verdadero,Marcó del Pont: “Lo que más viene creciendo en términos de exportación son las manufacturas de origen industrial”
Verdadero,"El  rubro de manufacturas de origen industrial es el que tiene el mayor aumento desde el 2003. Sin embargo, entre otras cosas, incluye exportaciones que presentan poco grado de transformación industrial, como el oro y otros metales básicos."
Verdadero,Peralta: “La destrucción de empleo en la obra pública no pasa sólo en Santa Cruz sino en todo el país”
Verdadero,Distintos indicadores confirman que hubo disminución de obra pública en todo el país argentino
Falso,Santilli: “No hubo ninguna subejecución [en mantenimiento e infraestructura pluvial]”
Falso,La partida de mantenimiento registró un nivel de ejecución alto en 2012 en infraestructura pluvial en Argenitna
Verdadero,"En 2012 se registra una baja del 3,2% en el Indicador Sintético de la Actividad de la Construcción (ISAC)"
Verdadero,"Sileoni: “Del 2003 al 2012, 665% aumentó el salario docente, [mientras que] la inflación aumentó 365 por ciento”"
Verdadero,"CFK: “En la Argentina hay una diferencia abismal entre la inversión estatal en investigación y desarrollo, y la que hacen los privados”"
Verdadero,Las estadísticas sobre I+D confirman tanto ello como la mayor participación de las empresas privadas en otros países del mundo.
Falso,Insfrán: “Nuestro presupuesto educativo registra el mayor crecimiento en el contexto nacional”
Verdadero,"El Gobernador de Formosa destacó este dato en el discurso de apertura de la Legislatura provincial. Su afirmación respecto de la inversión destinada a educación es falsa, de acuerdo con los últimos datos disponibles."
Falso,Alperovich: “En nueve años [2003 - 2012]  de gobierno creamos 380 mil empleos en la Provincia”
Verdadero,El aumento de empleos totales creados en Argentina entre 2003 y 2012 es de 380 mil 
Falso,"Macri: “Creamos, de cero, una fuerza modelo, formada por casi 800 mil hombres”"
Verdadero,Randazzo: “Con el primer aumento [del subte] hubo un desplazamiento del 23% a las líneas de colectivos”
Verdadero,La cantidad de viajes en el servicio de subterráneos bajó un 23% respeccto a las líneas de colectivos
Verdadero,"Desde que el Gobierno de la Ciudad de Buenos Aires aumentó la tarifa de $1,10 a $2,50, en enero de 2012, la cantidad de viajes que se hacen en este medio de transporte bajó un 23,5%"
Falso,Macri: “Cada día más personas recurren a nuestro sistema de salud. En especial de la Provincia”
Falso,Scioli: “Somos la única provincia que pierde año a año participación en la renta federal”
Verdadero,Los datos oficiales muestran que el porcentaje de los recursos destinados a Buenos Aires vienen cayendo significativamente respecto al total de los recursos coparticipados.
Falso,"CFK: “[Los jueces, abogados y académicos del Consejo de la Magistratura] tienen que ser votados por sus conciudadanos; está en absoluta regla con lo que establece la Constitución”"
Verdadero,"Aunque puede decirse que este procedimiento está en línea con una interpretación literal de la Carta Magna, no lo está con el espíritu de la ley."
Falso,CFK: “[Incluimos en el sistema previsional] de 2003 a 2013 a más de 2 millones de trabajadores”
Falso,CFK: “Somos en América Latina los que más científicos tenemos por cada 1.000 habitantes”
Falso,CFK: “En la Justicia es imposible acceder a la declaración jurada de nadie”
Verdadero,"CFK: “Hemos pasado de un 3,64% del PBI en educación a un 6,5% en 2012”"
Verdadero,"Los datos confirman los dichos de la Presidenta, que destacó así la inversión educativa como porcentaje del PBI."
Falso,CFK: “Del año 2003 al 2012 (…) más que se duplicó el PBI industrial. [Creció un] 105%”
Falso,La Presidenta destacó durante en el inicio de las sesiones ordinarias el crecimiento del sector en la economía nacional. Las cifras disponibles muestran un crecimiento menor.
Verdadero,Lavagna: “En 2012 hay alrededor de 900 mil jóvenes que no estudian ni trabajan”
Verdadero,"Un informe de la Universidad Católica Argentina (UCA), publicado en 2012 con datos de 2010, informa que “en Argentina hay 746 mil jóvenes entre 18 y 24 años que no estudian ni trabajan"
Verdadero,"El número exacto depende de las edades que se incluyan, pero la cifra ronda el número citado por el ex ministro."
Verdadero,"“Chino” Navarro: “En 2013 Buenos Aires recauda $ 62 mil millones de recursos genuinos; de los cuales, 5.300 corresponden a inmobiliario y 4 mil a automotor”"
Verdadero,"En 2013, la recaudación estimada de la Provincia de Buenos Aires por tributos de origen provincial será de 62 mil millones de pesos, de acuerdo con las estimaciones del mensaje del proyecto de ley de Presupuesto 2013 que elabora el Ministerio de Economía de la Provincia de Buenos Aires."
Verdadero,CFK: “[En 2011] la Argentina tuvo el récord histórico de inversión de toda la serie”
Verdadero,"El valor mencionado es consistente con las mediciones de la Dirección de Cuentas Nacionales sobre el periodo 1993-2011. Sin embargo, la cifra cayó durante 2012. "
Verdadero,Zaffaroni: “Tomar declaraciones indagatorias fuera del país no afecta nuestra soberanía y es algo que se ha hecho varias veces”
Verdadero,Varios magistrados han tomado declaraciones fuera del país.
Verdadero,Randazzo: “Los siniestros viales son la principal causa de muerte no natural de los menores de 25 años”
Verdadero,Los dichos del Ministro del Interior y Transporte coinciden con las cifras disponibles en el área de salud.
Falso,Macri: “Crecimos a tasas elevadísimas pero los niveles de pobreza son los mismos que teníamos hace diez años”
Verdadero,"Batakis: “Cuando Scioli asumió, de cada $ 100 que ingresaban al Tesoro, $ 51 eran de origen provincial. Hoy por hoy (…) estamos en 63 por ciento”"
Verdadero,Bonfatti: “Santa Fe hace años que no recibe una vivienda del Plan Federal”
Verdadero,"El Fondo Nacional de Viviendas (FONAVI), que tiene fijados por ley los coeficientes de dinero que corresponden a cada provincia, y los Planes Federales de Viviendas (PFV) que, en cambio, son manejados en forma discrecional por el Ejecutivo.  
"
Verdadero,"Solanas: “[El fracking] está prohibido en varios estados de los Estados Unidos, en Francia, en varios países de Europa”"
Verdadero,El método de fracturación hidráulica utilizado para la exploración de gas y petroleo no convencional está en discusión en buena parte del mundo y fue prohibido en algunos casos.
Verdadero,Sobrero: “Solamente el 4% en 2013de la carga que se maneja en el país se transporta por tren”
Verdadero,"De acuerdo al informe de 2008 sobre transporte del Centro para la Implementación de Políticas Públicas para la Equidad y el Crecimiento (CIPPEC), el porcentaje es similar: “el ferrocarril sólo transporta el 5% de las cargas, y el cabotaje fluvial y marítimo es marginal”, por lo que hay una concentración en los camiones"
Falso,Binner: “La inflación ya se comió el 60% de la Asignación Universal por Hijo”
